Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E2229,C0013-EE,C0036-EE,C0037-EC,C0038-EC,C0043-EC,C0032-EC,C0041-EC,C0037-EE,C0016-EE,C0046-EC
E2230,C0026-CH,C0034-CIVIL,C0031-CIVIL,C0016-CIVIL,C0015-CIVIL,C0031-CH,C0015-CIVIL,C0030-CIVIL,C0012-CH,C0026-CH
E2231,C0019-CH,C0030-CH,C0014-CIVIL,C0009-CH,C0021-CH,C0019-CH,C0036-CH,C0024-CH,C0035-CIVIL,C0035-CH
E2232,C0004-CSE,C0022-IT,C0017-IT,C0040-CSE,C0023-CSE,C0028-IT,C0008-IT,C0042-IT,C0045-IT,C0036-IT
E2233,C0007-IC,C0029-IC,C0006-AUTO,C0039-AUTO,C0034-IC,C0005-IC,C0035-AUTO,C0013-IC,C0014-IC,C0033-ME
E2234,C0017-ME,C0025-AUTO,C0021-AUTO,C0035-AUTO,C0014-AUTO,C0012-IC,C0028-ME,C0032-ME,C0041-AUTO,C0035-AUTO
E2235,C0010-AUTO,C0003-ME,C0022-IC,C0022-ME,C0021-ME,C0038-AUTO,C0017-IC,C0030-IC,C0040-IC,C0037-AUTO
E2236,C0009-CIVIL,C0046-CH,C0005-CH,C0024-CIVIL,C0035-CH,C0018-CH,C0032-CIVIL,C0023-CH,C0016-CIVIL,C0023-CH
E2237,C0032-IT,C0046-IT,C0031-IT,C0010-CSE,C0017-IT,C0019-CSE,C0003-CSE,C0007-IT,C0008-CSE,C0027-IT
E2238,C0037-IC,C0049-ME,C0040-ME,C0012-AUTO,C0009-IC,C0033-IC,C0010-IC,C0013-IC,C0026-AUTO,C0043-IC
E2239,C0003-EC,C0038-EE,C0034-EC,C0031-EC,C0042-EC,C0021-EC,C0044-EE,C0048-EC,C0009-EC,C0017-EC
E2240,C0021-EE,C0026-EC,C0032-EC,C0039-EE,C0011-EE,C0013-EE,C0022-EC,C0025-EE,C0048-EC,C0042-EC
E2241,C0006-CH,C0030-CH,C0012-CIVIL,C0021-CH,C0016-CIVIL,C0036-CIVIL,C0012-CH,C0049-CH,C0025-CH,C0023-CIVIL
E2242,C0033-CH,C0009-CIVIL,C0040-CIVIL,C0013-CIVIL,C0007-CIVIL,C0043-CIVIL,C0022-CH,C0045-CH,C0021-CH,C0005-CH
E2243,C0009-IT,C0029-CSE,C0015-IT,C0040-IT,C0028-CSE,C0034-CSE,C0037-IT,C0018-IT,C0022-IT,C0011-CSE
E2244,C0039-CH,C0033-CH,C0020-CH,C0049-CH,C0031-CIVIL,C0011-CH,C0004-CIVIL,C0001-CIVIL,C0015-CIVIL,C0023-CIVIL
E2245,C0018-CIVIL,C0017-CH,C0023-CH,C0024-CH,C0016-CIVIL,C0041-CH,C0019-CIVIL,C0032-CIVIL,C0019-CH,C0048-CH
E2246,C0028-EC,C0038-EE,C0042-EC,C0012-EC,C0011-EC,C0025-EC,C0003-EE,C0027-EC,C0005-EE,C0050-EC
E2247,C0009-IC,C0007-AUTO,C0027-IC,C0041-IC,C0014-AUTO,C0024-AUTO,C0042-ME,C0022-ME,C0043-AUTO,C0041-IC
E2248,C0006-ME,C0033-ME,C0033-ME,C0016-IC,C0036-ME,C0032-ME,C0015-AUTO,C0016-AUTO,C0014-AUTO,C0015-ME
E2249,C0023-CH,C0019-CIVIL,C0001-CIVIL,C0024-CH,C0039-CH,C0012-CH,C0002-CH,C0023-CH,C0004-CIVIL,C0004-CIVIL
E2250,C0032-IT,C0042-IT,C0012-CSE,C0049-IT,C0043-IT,C0001-IT,C0045-IT,C0031-IT,C0048-IT,C0030-IT
E2251,C0019-AUTO,C0022-IC,C0016-ME,C0039-IC,C0005-IC,C0013-IC,C0044-IC,C0019-IC,C0022-AUTO,C0021-ME
E2252,C0028-ME,C0016-IC,C0042-AUTO,C0010-AUTO,C0043-ME,C0046-ME,C0041-AUTO,C0030-AUTO,C0021-ME,C0002-IC
E2253,C0022-AUTO,C0021-IC,C0041-IC,C0049-ME,C0044-ME,C0039-IC,C0006-IC,C0043-ME,C0016-ME,C0034-AUTO
E2254,C0024-CSE,C0049-IT,C0040-CSE,C0044-IT,C0014-IT,C0024-CSE,C0014-IT,C0050-IT,C0012-CSE,C0018-CSE
E2255,C0034-EC,C0046-EC,C0035-EC,C0035-EC,C0049-EE,C0047-EE,C0039-EE,C0042-EE,C0012-EE,C0032-EC
E2256,C0036-AUTO,C0016-AUTO,C0017-ME,C0050-AUTO,C0037-AUTO,C0025-AUTO,C0033-IC,C0036-ME,C0007-ME,C0010-IC
E2257,C0049-EC,C0024-EE,C0046-EC,C0009-EC,C0026-EE,C0046-EC,C0042-EC,C0027-EE,C0025-EC,C0021-EE
E2258,C0013-EE,C0013-EE,C0037-EE,C0004-EE,C0022-EC,C0013-EE,C0045-EE,C0007-EE,C0037-EC,C0035-EE
E2259,C0042-CH,C0031-CIVIL,C0048-CH,C0010-CH,C0009-CIVIL,C0050-CIVIL,C0024-CIVIL,C0003-CIVIL,C0009-CIVIL,C0042-CIVIL
E2260,C0041-ME,C0012-AUTO,C0046-IC,C0017-ME,C0035-ME,C0049-IC,C0039-AUTO,C0034-AUTO,C0039-ME,C0027-ME
E2261,C0006-CSE,C0023-CSE,C0046-IT,C0009-IT,C0020-CSE,C0014-IT,C0030-IT,C0025-IT,C0021-CSE,C0023-CSE
E2262,C0029-CH,C0042-CH,C0025-CIVIL,C0030-CH,C0035-CIVIL,C0023-CIVIL,C0023-CH,C0003-CIVIL,C0007-CIVIL,C0044-CIVIL
E2263,C0035-ME,C0030-IC,C0029-IC,C0005-ME,C0010-IC,C0008-IC,C0016-AUTO,C0039-ME,C0024-AUTO,C0008-ME
E2264,C0017-CH,C0018-CH,C0049-CH,C0027-CIVIL,C0026-CH,C0033-CIVIL,C0034-CIVIL,C0045-CIVIL,C0043-CIVIL,C0006-CH
E2265,C0038-EE,C0025-EC,C0039-EE,C0023-EE,C0042-EE,C0040-EE,C0014-EE,C0042-EE,C0031-EC,C0041-EE
E2266,C0011-CSE,C0033-IT,C0037-CSE,C0013-CSE,C0044-IT,C0024-IT,C0040-CSE,C0018-IT,C0044-IT,C0032-IT
E2267,C0025-EC,C0025-EE,C0025-EE,C0036-EE,C0042-EE,C0030-EE,C0041-EE,C0050-EE,C0045-EE,C0031-EC
E2268,C0036-ME,C0047-ME,C0047-AUTO,C0049-IC,C0001-IC,C0005-AUTO,C0047-IC,C0049-AUTO,C0014-AUTO,C0012-AUTO
E2269,C0037-CIVIL,C0015-CIVIL,C0011-CH,C0033-CH,C0043-CIVIL,C0025-CIVIL,C0013-CIVIL,C0038-CIVIL,C0033-CIVIL,C0030-CIVIL
E2270,C0034-EE,C0046-EE,C0014-EE,C0049-EE,C0030-EE,C0025-EC,C0050-EE,C0046-EC,C0015-EC,C0007-EC
E2271,C0012-EE,C0011-EE,C0017-EE,C0007-EE,C0038-EE,C0005-EE,C0003-EE,C0038-EE,C0043-EC,C0034-EC
E2272,C0043-EE,C0009-EE,C0027-EE,C0011-EE,C0025-EE,C0007-EE,C0050-EC,C0046-EC,C0025-EC,C0050-EC
E2273,C0040-IT,C0012-IT,C0008-CSE,C0010-IT,C0043-IT,C0049-IT,C0019-IT,C0049-CSE,C0001-IT,C0014-CSE
E2274,C0022-ME,C0039-AUTO,C0049-AUTO,C0045-IC,C0033-IC,C0040-IC,C0035-ME,C0039-ME,C0030-IC,C0012-AUTO
E2275,C0017-IC,C0010-AUTO,C0002-IC,C0025-ME,C0031-ME,C0034-ME,C0017-AUTO,C0025-AUTO,C0027-ME,C0049-ME
E2276,C0006-AUTO,C0012-IC,C0019-ME,C0047-IC,C0043-ME,C0012-IC,C0030-AUTO,C0005-AUTO,C0014-IC,C0008-IC
E2277,C0032-EC,C0033-EC,C0012-EE,C0032-EC,C0021-EE,C0015-EC,C0041-EE,C0038-EC,C0032-EE,C0039-EE
E2278,C0036-CSE,C0012-IT,C0043-CSE,C0039-CSE,C0011-CSE,C0039-IT,C0004-CSE,C0013-CSE,C0018-CSE,C0024-CSE
E2279,C0046-IT,C0012-CSE,C0009-IT,C0038-CSE,C0043-CSE,C0033-CSE,C0028-IT,C0037-IT,C0049-IT,C0014-IT
E2280,C0007-ME,C0041-ME,C0050-IC,C0035-ME,C0035-IC,C0011-IC,C0023-ME,C0033-AUTO,C0034-ME,C0033-AUTO
E2281,C0020-IT,C0049-IT,C0010-IT,C0040-IT,C0015-IT,C0014-CSE,C0018-IT,C0047-CSE,C0018-IT,C0021-IT
E2282,C0026-CIVIL,C0040-CH,C0021-CIVIL,C0008-CH,C0049-CIVIL,C0008-CIVIL,C0027-CIVIL,C0018-CH,C0003-CH,C0036-CH
E2283,C0015-IC,C0031-IC,C0005-ME,C0019-AUTO,C0047-ME,C0021-ME,C0028-ME,C0039-AUTO,C0022-ME,C0022-IC
E2284,C0044-ME,C0018-ME,C0038-AUTO,C0029-AUTO,C0049-AUTO,C0041-ME,C0014-IC,C0001-IC,C0013-AUTO,C0030-AUTO
E2285,C0041-AUTO,C0036-AUTO,C0014-IC,C0025-ME,C0017-AUTO,C0031-IC,C0027-IC,C0047-ME,C0043-IC,C0037-AUTO
E2286,C0039-EE,C0016-EE,C0013-EC,C0043-EE,C0005-EE,C0016-EC,C0030-EC,C0027-EC,C0003-EC,C0033-EC
E2287,C0028-IT,C0007-IT,C0018-CSE,C0049-CSE,C0007-IT,C0047-CSE,C0050-CSE,C0045-IT,C0011-IT,C0030-CSE
E2288,C0003-EC,C0005-EE,C0013-EC,C0041-EE,C0023-EE,C0014-EE,C0024-EE,C0018-EC,C0023-EE,C0038-EC
E2289,C0029-IT,C0017-IT,C0036-IT,C0011-CSE,C0003-CSE,C0022-CSE,C0040-IT,C0012-CSE,C0037-IT,C0016-IT
E2290,C0006-CIVIL,C0021-CH,C0006-CIVIL,C0004-CH,C0005-CIVIL,C0035-CH,C0006-CH,C0035-CIVIL,C0004-CIVIL,C0031-CIVIL
E2291,C0012-EE,C0043-EE,C0030-EC,C0017-EE,C0009-EE,C0008-EC,C0025-EE,C0014-EE,C0013-EC,C0032-EE
E2292,C0032-EC,C0018-EE,C0015-EC,C0046-EE,C0008-EC,C0043-EC,C0014-EE,C0039-EC,C0027-EC,C0041-EC
E2293,C0028-CSE,C0030-IT,C0039-IT,C0048-IT,C0012-CSE,C0029-IT,C0049-IT,C0014-IT,C0005-CSE,C0006-IT
E2294,C0040-IT,C0034-IT,C0042-IT,C0050-CSE,C0014-IT,C0007-CSE,C0030-IT,C0033-CSE,C0039-IT,C0048-IT
E2295,C0033-CH,C0021-CIVIL,C0050-CH,C0009-CH,C0006-CH,C0005-CIVIL,C0006-CIVIL,C0025-CIVIL,C0003-CH,C0024-CIVIL
E2296,C0043-CSE,C0020-IT,C0044-IT,C0040-IT,C0040-CSE,C0043-CSE,C0005-IT,C0012-IT,C0009-CSE,C0005-CSE
E2297,C0046-IT,C0037-IT,C0037-CSE,C0011-CSE,C0049-IT,C0040-CSE,C0021-CSE,C0028-IT,C0005-CSE,C0019-CSE
E2298,C0010-CIVIL,C0012-CIVIL,C0041-CIVIL,C0035-CIVIL,C0003-CH,C0044-CIVIL,C0044-CH,C0008-CIVIL,C0022-CH,C0001-CIVIL
E2299,C0016-EE,C0034-EE,C0026-EC,C0042-EC,C0026-EC,C0011-EC,C0038-EE,C0012-EE,C0032-EE,C0046-EE
E2300,C0040-EC,C0024-EE,C0003-EC,C0018-EC,C0011-EE,C0021-EC,C0018-EE,C0016-EC,C0041-EC,C0049-EE
E2301,C0038-EE,C0007-EE,C0044-EE,C0044-EE,C0013-EE,C0013-EE,C0013-EC,C0016-EC,C0029-EE,C0031-EE
E2302,C0035-ME,C0025-AUTO,C0034-ME,C0049-AUTO,C0046-AUTO,C0039-AUTO,C0039-ME,C0042-AUTO,C0049-ME,C0048-ME
E2303,C0023-CH,C0038-CIVIL,C0003-CH,C0030-CH,C0033-CIVIL,C0030-CH,C0002-CIVIL,C0002-CIVIL,C0009-CH,C0013-CH
E2304,C0048-CIVIL,C0011-CH,C0038-CIVIL,C0026-CH,C0035-CIVIL,C0023-CH,C0044-CH,C0025-CH,C0026-CH,C0010-CH
E2305,C0042-CH,C0005-CIVIL,C0004-CH,C0003-CH,C0034-CIVIL,C0020-CH,C0030-CIVIL,C0039-CH,C0050-CIVIL,C0048-CIVIL
E2306,C0031-CH,C0019-CH,C0044-CIVIL,C0012-CIVIL,C0012-CH,C0042-CIVIL,C0007-CIVIL,C0006-CH,C0049-CH,C0023-CIVIL
E2307,C0037-IT,C0043-CSE,C0001-IT,C0025-IT,C0033-CSE,C0015-IT,C0008-CSE,C0042-IT,C0018-CSE,C0017-IT
E2308,C0036-ME,C0041-IC,C0019-IC,C0025-ME,C0039-IC,C0031-IC,C0029-IC,C0016-IC,C0013-ME,C0030-ME
E2309,C0029-CH,C0025-CIVIL,C0004-CIVIL,C0049-CH,C0034-CIVIL,C0029-CH,C0002-CIVIL,C0038-CIVIL,C0004-CH,C0023-CH
E2310,C0001-AUTO,C0007-ME,C0022-AUTO,C0015-AUTO,C0047-AUTO,C0010-AUTO,C0026-AUTO,C0032-AUTO,C0039-ME,C0048-ME
E2311,C0015-CIVIL,C0046-CIVIL,C0019-CH,C0020-CIVIL,C0043-CIVIL,C0024-CH,C0043-CIVIL,C0036-CIVIL,C0020-CH,C0002-CIVIL
E2312,C0002-CH,C0046-CIVIL,C0046-CIVIL,C0016-CIVIL,C0038-CH,C0049-CH,C0041-CH,C0046-CH,C0023-CH,C0049-CH
E2313,C0007-EE,C0001-EC,C0027-EE,C0022-EC,C0041-EC,C0017-EE,C0004-EE,C0048-EC,C0046-EC,C0038-EC
E2314,C0045-IT,C0031-CSE,C0038-IT,C0005-IT,C0049-IT,C0047-CSE,C0001-CSE,C0046-IT,C0006-CSE,C0029-IT
E2315,C0008-IT,C0033-IT,C0030-IT,C0006-IT,C0020-CSE,C0021-CSE,C0021-IT,C0041-CSE,C0031-CSE,C0020-IT
E2316,C0016-EE,C0018-EC,C0012-EE,C0041-EC,C0026-EE,C0005-EE,C0007-EC,C0015-EE,C0028-EC,C0038-EC
E2317,C0036-IT,C0010-IT,C0007-CSE,C0049-CSE,C0022-IT,C0014-CSE,C0019-IT,C0046-IT,C0046-IT,C0046-IT
E2318,C0029-CH,C0026-CIVIL,C0035-CIVIL,C0019-CIVIL,C0048-CIVIL,C0049-CIVIL,C0030-CIVIL,C0040-CIVIL,C0027-CIVIL,C0049-CH
E2319,C0036-IT,C0014-CSE,C0044-IT,C0022-CSE,C0023-CSE,C0034-CSE,C0030-IT,C0044-CSE,C0037-IT,C0034-CSE
E2320,C0035-IT,C0019-CSE,C0003-IT,C0018-CSE,C0036-IT,C0010-CSE,C0042-CSE,C0036-CSE,C0021-CSE,C0030-IT
E2321,C0017-AUTO,C0035-AUTO,C0013-ME,C0037-IC,C0042-ME,C0047-ME,C0039-ME,C0016-IC,C0038-AUTO,C0039-ME
E2322,C0030-ME,C0017-AUTO,C0005-ME,C0043-ME,C0023-AUTO,C0030-IC,C0017-ME,C0043-ME,C0047-ME,C0029-AUTO
E2323,C0011-CSE,C0016-IT,C0027-IT,C0033-CSE,C0017-IT,C0032-IT,C0021-CSE,C0040-IT,C0004-IT,C0030-CSE
E2324,C0040-CIVIL,C0033-CIVIL,C0046-CH,C0025-CIVIL,C0025-CH,C0041-CIVIL,C0024-CH,C0024-CIVIL,C0049-CH,C0018-CH
E2325,C0017-ME,C0021-ME,C0045-ME,C0019-ME,C0041-AUTO,C0001-AUTO,C0013-AUTO,C0039-IC,C0019-AUTO,C0010-IC
E2326,C0044-IC,C0024-AUTO,C0007-ME,C0048-IC,C0043-ME,C0008-IC,C0029-IC,C0009-AUTO,C0022-IC,C0032-ME
E2327,C0010-CH,C0041-CIVIL,C0021-CIVIL,C0020-CH,C0030-CH,C0001-CIVIL,C0025-CIVIL,C0001-CIVIL,C0001-CIVIL,C0012-CIVIL
E2328,C0040-EE,C0012-EC,C0034-EE,C0040-EC,C0017-EC,C0001-EC,C0015-EC,C0035-EC,C0041-EC,C0012-EE
E2329,C0030-CIVIL,C0019-CH,C0002-CIVIL,C0022-CH,C0021-CH,C0003-CIVIL,C0046-CH,C0023-CH,C0018-CH,C0037-CIVIL
E2330,C0043-EC,C0030-EE,C0029-EE,C0033-EC,C0050-EE,C0041-EC,C0039-EE,C0025-EE,C0015-EE,C0044-EE
E2331,C0007-IT,C0042-CSE,C0042-IT,C0009-CSE,C0034-CSE,C0030-IT,C0037-IT,C0045-IT,C0047-CSE,C0030-CSE
E2332,C0022-CSE,C0024-CSE,C0024-IT,C0004-CSE,C0026-IT,C0030-IT,C0049-IT,C0016-IT,C0021-CSE,C0025-IT
E2333,C0049-EE,C0017-EC,C0014-EC,C0041-EC,C0049-EE,C0050-EC,C0016-EE,C0032-EC,C0043-EC,C0046-EC
E2334,C0027-IT,C0008-CSE,C0006-IT,C0039-CSE,C0015-IT,C0031-IT,C0025-IT,C0005-IT,C0020-IT,C0012-IT
E2335,C0013-AUTO,C0043-AUTO,C0015-AUTO,C0002-AUTO,C0022-ME,C0048-ME,C0045-IC,C0045-IC,C0009-ME,C0049-IC
E2336,C0004-CIVIL,C0005-CH,C0045-CH,C0043-CIVIL,C0018-CIVIL,C0040-CH,C0017-CH,C0009-CIVIL,C0046-CIVIL,C0024-CIVIL
E2337,C0027-EC,C0015-EC,C0018-EE,C0007-EC,C0034-EC,C0047-EE,C0012-EC,C0034-EC,C0011-EC,C0044-EE
E2338,C0017-EE,C0042-EC,C0039-EE,C0009-EC,C0026-EC,C0046-EC,C0044-EE,C0017-EC,C0023-EE,C0011-EC
E2339,C0025-CH,C0021-CH,C0001-CIVIL,C0020-CIVIL,C0036-CH,C0020-CIVIL,C0011-CH,C0037-CIVIL,C0003-CH,C0010-CIVIL
E2340,C0021-EE,C0011-EE,C0034-EE,C0022-EC,C0023-EE,C0023-EE,C0016-EE,C0037-EE,C0038-EC,C0017-EE
E2341,C0022-CH,C0046-CH,C0023-CH,C0004-CH,C0004-CH,C0045-CH,C0007-CIVIL,C0015-CIVIL,C0048-CH,C0022-CH
E2342,C0009-ME,C0042-AUTO,C0032-ME,C0022-ME,C0026-AUTO,C0044-IC,C0028-ME,C0036-AUTO,C0040-ME,C0031-IC
E2343,C0012-EE,C0032-EE,C0021-EE,C0017-EC,C0043-EE,C0039-EC,C0007-EC,C0042-EE,C0012-EC,C0034-EC
E2344,C0015-EC,C0011-EE,C0016-EC,C0046-EC,C0014-EC,C0004-EE,C0020-EE,C0037-EC,C0003-EC,C0004-EE
E2345,C0034-CIVIL,C0020-CH,C0040-CH,C0041-CIVIL,C0029-CH,C0031-CH,C0027-CIVIL,C0031-CH,C0017-CIVIL,C0027-CIVIL
E2346,C0007-EE,C0003-EC,C0041-EC,C0029-EE,C0050-EC,C0040-EE,C0031-EE,C0017-EC,C0050-EC,C0022-EC
E2347,C0034-EE,C0003-EC,C0004-EE,C0036-EE,C0031-EE,C0025-EE,C0040-EC,C0027-EE,C0039-EE,C0015-EE
E2348,C0028-IT,C0014-CSE,C0027-IT,C0019-IT,C0044-CSE,C0011-CSE,C0024-IT,C0024-CSE,C0040-IT,C0046-IT
E2349,C0010-IT,C0008-CSE,C0018-IT,C0012-CSE,C0043-IT,C0036-CSE,C0033-IT,C0022-CSE,C0005-CSE,C0011-CSE
E2350,C0049-IC,C0032-AUTO,C0007-IC,C0042-IC,C0026-AUTO,C0035-AUTO,C0006-IC,C0012-AUTO,C0030-IC,C0049-AUTO
E2351,C0022-CSE,C0014-IT,C0044-CSE,C0027-IT,C0033-IT,C0027-IT,C0001-CSE,C0049-IT,C0049-IT,C0043-IT
E2352,C0038-CH,C0017-CIVIL,C0044-CIVIL,C0005-CH,C0025-CH,C0026-CH,C0046-CH,C0015-CIVIL,C0036-CH,C0008-CIVIL
E2353,C0034-AUTO,C0011-IC,C0002-AUTO,C0043-IC,C0044-IC,C0032-AUTO,C0049-AUTO,C0005-IC,C0029-AUTO,C0009-ME
E2354,C0045-IC,C0034-AUTO,C0042-ME,C0042-AUTO,C0005-ME,C0024-AUTO,C0024-AUTO,C0022-ME,C0031-IC,C0005-AUTO
E2355,C0025-AUTO,C0018-ME,C0034-AUTO,C0043-IC,C0006-AUTO,C0001-IC,C0006-IC,C0022-AUTO,C0017-IC,C0008-ME
E2356,C0042-IC,C0030-IC,C0037-IC,C0009-ME,C0002-AUTO,C0005-IC,C0041-IC,C0039-IC,C0005-ME,C0041-ME
E2357,C0038-CSE,C0007-IT,C0008-CSE,C0049-CSE,C0007-IT,C0009-IT,C0036-CSE,C0007-IT,C0027-IT,C0014-IT
E2358,C0001-IC,C0044-ME,C0012-AUTO,C0003-ME,C0036-ME,C0003-ME,C0002-IC,C0048-IC,C0015-IC,C0037-AUTO
E2359,C0022-CH,C0043-CIVIL,C0025-CIVIL,C0038-CH,C0020-CH,C0045-CIVIL,C0004-CH,C0035-CIVIL,C0017-CIVIL,C0045-CH
E2360,C0002-CH,C0004-CIVIL,C0006-CH,C0022-CH,C0033-CH,C0050-CIVIL,C0009-CH,C0031-CH,C0027-CIVIL,C0036-CIVIL
E2361,C0020-IT,C0044-CSE,C0036-CSE,C0045-IT,C0008-CSE,C0025-IT,C0036-IT,C0040-CSE,C0016-IT,C0024-CSE
E2362,C0040-CH,C0015-CIVIL,C0040-CH,C0040-CH,C0038-CIVIL,C0015-CIVIL,C0041-CIVIL,C0040-CIVIL,C0046-CIVIL,C0049-CH
E2363,C0032-AUTO,C0041-AUTO,C0021-ME,C0008-IC,C0047-AUTO,C0025-AUTO,C0014-AUTO,C0006-IC,C0047-ME,C0047-ME
E2364,C0048-EC,C0044-EE,C0001-EC,C0004-EE,C0027-EC,C0008-EC,C0042-EC,C0031-EE,C0046-EC,C0011-EC
E2365,C0030-CH,C0012-CH,C0009-CH,C0039-CH,C0010-CH,C0011-CH,C0042-CIVIL,C0035-CIVIL,C0003-CH,C0018-CIVIL
E2366,C0044-CIVIL,C0035-CH,C0046-CH,C0018-CH,C0019-CH,C0045-CH,C0041-CH,C0045-CH,C0023-CH,C0011-CH
E2367,C0018-CIVIL,C0049-CH,C0042-CH,C0011-CH,C0033-CH,C0021-CH,C0017-CIVIL,C0033-CIVIL,C0003-CIVIL,C0023-CIVIL
E2368,C0045-ME,C0013-AUTO,C0038-AUTO,C0016-IC,C0036-ME,C0036-AUTO,C0042-AUTO,C0019-ME,C0013-ME,C0033-IC
E2369,C0014-EC,C0021-EC,C0031-EE,C0014-EC,C0030-EE,C0023-EE,C0009-EC,C0041-EC,C0011-EC,C0044-EE
E2370,C0024-EE,C0043-EE,C0050-EE,C0007-EC,C0012-EC,C0016-EC,C0029-EE,C0015-EE,C0018-EE,C0016-EE
E2371,C0041-IC,C0016-AUTO,C0037-IC,C0049-AUTO,C0024-ME,C0015-ME,C0021-AUTO,C0040-IC,C0044-IC,C0042-IC
E2372,C0042-IT,C0024-IT,C0010-CSE,C0029-IT,C0036-CSE,C0002-IT,C0036-IT,C0029-IT,C0009-IT,C0001-CSE
E2373,C0016-IC,C0011-IC,C0047-IC,C0047-IC,C0044-AUTO,C0026-ME,C0045-IC,C0019-IC,C0006-AUTO,C0046-ME
E2374,C0044-CSE,C0015-IT,C0030-CSE,C0003-IT,C0038-CSE,C0001-IT,C0024-CSE,C0021-IT,C0036-CSE,C0037-CSE
E2375,C0014-IC,C0022-IC,C0009-ME,C0035-AUTO,C0017-IC,C0050-AUTO,C0045-ME,C0006-IC,C0001-IC,C0007-IC
E2376,C0002-IT,C0037-CSE,C0011-IT,C0018-CSE,C0021-CSE,C0010-IT,C0033-IT,C0037-CSE,C0004-IT,C0042-CSE
E2377,C0003-CIVIL,C0015-CIVIL,C0037-CIVIL,C0004-CIVIL,C0012-CIVIL,C0008-CIVIL,C0031-CH,C0012-CH,C0009-CIVIL,C0038-CIVIL
E2378,C0032-IT,C0008-CSE,C0029-CSE,C0021-IT,C0014-IT,C0008-IT,C0024-CSE,C0010-IT,C0044-IT,C0024-CSE
E2379,C0019-CH,C0040-CIVIL,C0035-CIVIL,C0024-CH,C0018-CIVIL,C0016-CIVIL,C0018-CIVIL,C0045-CH,C0008-CH,C0032-CIVIL
E2380,C0013-IC,C0005-AUTO,C0050-AUTO,C0013-IC,C0003-ME,C0007-AUTO,C0041-AUTO,C0037-AUTO,C0019-ME,C0002-AUTO
E2381,C0048-IT,C0035-IT,C0041-CSE,C0006-IT,C0036-IT,C0045-IT,C0049-CSE,C0028-CSE,C0020-IT,C0019-IT
E2382,C0018-EC,C0049-EE,C0038-EE,C0031-EE,C0042-EE,C0045-EE,C0014-EC,C0043-EE,C0016-EE,C0013-EC
E2383,C0042-EC,C0035-EE,C0032-EC,C0026-EC,C0030-EC,C0027-EC,C0016-EC,C0014-EE,C0005-EE,C0016-EC
E2384,C0035-AUTO,C0018-AUTO,C0043-ME,C0012-IC,C0013-ME,C0018-AUTO,C0030-IC,C0019-AUTO,C0011-AUTO,C0038-AUTO
E2385,C0039-CSE,C0003-IT,C0016-IT,C0035-IT,C0020-IT,C0028-IT,C0039-CSE,C0029-CSE,C0007-CSE,C0036-CSE
E2386,C0008-ME,C0047-AUTO,C0002-IC,C0025-ME,C0006-ME,C0035-AUTO,C0030-AUTO,C0042-ME,C0044-ME,C0032-AUTO
E2387,C0016-EE,C0040-EC,C0008-EC,C0014-EC,C0013-EE,C0034-EE,C0013-EE,C0027-EE,C0026-EE,C0030-EE
E2388,C0046-EC,C0002-EE,C0003-EC,C0008-EC,C0018-EC,C0001-EC,C0015-EC,C0021-EE,C0007-EC,C0014-EC
E2389,C0023-EE,C0026-EE,C0031-EE,C0042-EC,C0037-EC,C0003-EE,C0017-EE,C0007-EE,C0013-EE,C0032-EE
E2390,C0041-AUTO,C0040-IC,C0007-IC,C0047-AUTO,C0046-ME,C0019-ME,C0034-ME,C0009-ME,C0036-AUTO,C0001-AUTO
E2391,C0027-IT,C0019-IT,C0044-CSE,C0032-CSE,C0020-CSE,C0036-IT,C0019-IT,C0013-CSE,C0035-IT,C0033-CSE
E2392,C0024-EE,C0002-EE,C0027-EE,C0011-EE,C0027-EC,C0023-EE,C0033-EC,C0041-EC,C0031-EE,C0038-EC
E2393,C0044-IT,C0036-CSE,C0016-IT,C0021-IT,C0003-CSE,C0023-CSE,C0019-IT,C0023-CSE,C0020-CSE,C0005-CSE
E2394,C0009-CH,C0003-CIVIL,C0011-CH,C0023-CIVIL,C0020-CIVIL,C0049-CIVIL,C0003-CH,C0023-CIVIL,C0025-CH,C0045-CH
E2395,C0042-CIVIL,C0024-CH,C0001-CIVIL,C0024-CH,C0004-CH,C0006-CIVIL,C0041-CIVIL,C0019-CIVIL,C0041-CIVIL,C0036-CH
E2396,C0015-IT,C0001-CSE,C0043-CSE,C0008-IT,C0019-IT,C0041-CSE,C0037-CSE,C0048-IT,C0011-CSE,C0049-CSE
E2397,C0035-CIVIL,C0024-CH,C0049-CH,C0008-CH,C0033-CH,C0020-CIVIL,C0021-CH,C0010-CH,C0049-CH,C0001-CIVIL
E2398,C0041-EC,C0043-EE,C0040-EC,C0032-EE,C0037-EE,C0034-EC,C0032-EE,C0029-EE,C0040-EC,C0021-EC
E2399,C0041-AUTO,C0021-AUTO,C0008-IC,C0014-IC,C0007-ME,C0010-IC,C0031-IC,C0005-AUTO,C0017-IC,C0013-AUTO
E2400,C0010-CIVIL,C0031-CH,C0014-CIVIL,C0008-CH,C0024-CH,C0042-CIVIL,C0010-CH,C0003-CH,C0025-CH,C0040-CIVIL
